ids,notes,author,ref,artist,title,description,literature,text
WA1981.606,"1. Jewish Chronicle 8 May 1914, quoted in Cork (1988) p. 17.

2. See Cork (1988) p. 49.

3. David Bomberg to Lilian Bomberg, 13 October

1944. Tate Gallery Archive.",KW,104,David Garshen Bomberg 1890–1957,"Evening in the City of London, 1944","Charcoal on paper
46.4 x 59 cm
Signed and dated: Bomberg 44
Presented by Mr and Mrs James Newmark
in memory of the artist, through the
Contemporary Art Society, 1981
WA1981.606
© The Estate of David Bomberg. All rights
reserved, DACS 2015",Literature: Cork (1988) no. 158,"The son of Polish Jewish immigrants, Bomberg was one of the most audaciously experimental artists to attend the Slade School prior to 1914. Flirting with Vorticism, he produced works simplifying the human figure in extremely geometric terms within Cubist-inspired splintered perspectives, declaring, ‘I want to translate the life of a great city, its motion, its machinery, into an art that shall not be photographic, but expressive’.1 Despite successive changes of style, a strong formal sense of the cityscape continued to dominate his work in locations as diverse as Jerusalem, Toledo, and Ronda.

Bomberg’s active service during the First World War left him profoundly disillusioned with the Machine Age. Despite his urgent desire for work, his services were twice rejected by the War Artists’ Advisory Committee before he was awarded a token commission in February 1942 of 35 guineas for a painting of the subterranean bomb store near Burton-on-Trent. Bomberg’s painting, dwelling upon the appalling destructiveness inherent in the accumulated weaponry, was rejected by the WAAC, which instead accepted three charcoal drawings.

Such treatment was typical of the dispiriting artistic neglect Bomberg suffered for much of his career. 1944 found him giving drawing instruction to gun crews in Hyde Park and serving as a firewatcher in Kensington, having applied unsuccessfully for over 300 teaching positions during the previous five years. He secured permission to sketch St Paul’s from the church of St Mary-le-Bow, at great risk as the timing of air-raids was always unpredictable. The survival of Christopher Wren’s cathedral had become a symbol of British defiance in the face of the brutal bombardment of the Blitz. Bomberg handled his favourite drawing medium with vehement urgency; jagged sooty strokes delineating the charred skeleton of the city. To the right stands the tower of St Vedast-alias-Foster, another Wren church, gutted by a devastating raid in December 1940. The curved dome of St Paul’s resiliently presides over the otherwise fractured angularity of the scene. The cathedral’s prominence might also represent Bomberg himself, but it equally chimes with his insistence that fostering spiritual life could combat an increasingly menacing mechanised culture.2

This drawing was one of a series depicting the London Blitz-scape that Bomberg hoped to turn into a book with John Rodker of the Imago Press. Sadly, his drawings were not deemed topographically accurate enough to be of interest to the general public. Nonetheless, this work served as preparation for an oil painting displayed in the London Group exhibition of 1944 and praised by Ivon Hitchens as ‘the only painter’s painting of bombed London he had seen.’ 3 KW"
[],,,105,Graham Vivian Sutherland 1903–1980,"Thorn Head, 1945","Indian ink, black crayon, grey wash and
gum arabic on discoloured laid paper
24.2 x 18.5 cm
Signed and dated: Sutherland 1945
Inscribed: To Curt / January 10th 1945
Bequeathed by Paul Clark, 2010
WA2010.11
© The Estate of Graham Sutherland",Literature: Shaw (2011) p. 94,"In early 1944 Sutherland attended the unveiling of Henry Moore’s sculpture of the Virgin and Child in St Matthew’s Church, Northampton. Its commissioner, Revd Walter Hussey, proposed that Sutherland undertake a painting of Christ’s Agony in the Garden to be displayed in the opposite transept. Sutherland suggested instead that he tackle the Crucifixion.

Sutherland converted to Roman Catholicism in 1926, shortly before his marriage. He later described how this gave him the ‘conception of a system whereby all things created, human and otherwise … are integrated’.1 The Crucifixion embodied both agonising tragedy and redemptive salvation. In the wake of the atrocities of the Second World War it became for many artists, including Sutherland’s friend Francis Bacon, an expression of horror. Yet Sutherland found the duality of the image compelling. Describing the genesis of his Thorn pictures to Curt Valentin of the Buchholz Gallery, New York (to whom this drawing is dedicated), Sutherland emphasised his preoccupation with the St Matthew’s commission and the Crown of Thorns. In spring 1945, revisiting the Pembrokeshire countryside that had been integral to his work since 1934, he noticed thorns ‘like dividers pricking out points in space in all directions’.2 This galvanised his imagination, and he produced a series of thorn trees and heads, according to his customary self-termed ‘paraphrasing’, or in this case ‘pruning’, of his natural observations, creating a lasting addition to his pictorial vocabulary.3

While Thorn Head undoubtedly suggests aggressive cruelty, the form also stems from Sutherland’s pre-war paintings, including Entrance to a Lane (1939) and his images of roots as meditations on organic growth. Such a synthesis of forms is typical of Sutherland’s work, echoed in his orchestration of influences as diverse as Picasso’s Guernica (1937) and Grünewald’s Isenheim Altarpiece (c. 1515). The application of gum arabic gives the darkest areas a scorched, gleaming appearance reminiscent of the ‘gorse burnt and blackened after fire’, which delighted Sutherland in the Pembrokeshire landscape.4 Attempting to follow the progressive construction of the motif, the viewer is immersed in the mysterious, improvisatory vitality of the drawing, in which sickle-shaped elements are juxtaposed with angular spikes. The result is a disquieting exploration of the ‘precarious tension of opposites’.5 KW

Fig. 62 | Graham Sutherland (1903–1980), The Crucifixion, 1946. Oil on hardboard. St Matthew’s Church, Northampton © Saint Matthew’s Church, Northampton, Northamptonshire, UK / Bridgeman Images / The Estate of Graham Sutherland

Fig. 63 | Graham Sutherland (1903–1980), Thorn Head, 1947. Oil on canvas. Private Collection. Photograph courtesy of Sotheby’s Picture Library © The Estate of Graham Sutherland 1. Conversation reported by Robert Melville, World Review, February 1952, quoted in Hammer (2005) p. 171. 2. Sutherland to Curt Valentin, 24 January 1946, quoted in Hammer (2005) p. 156. 3. The elimination of unnecessary elements to construct his Thorn paintings was described by Sutherland ‘almost as if one had taken a pruning knife’ in The Listener 68, 1962, quoted in Alley (1982) p. 174. 4. Sutherland in Horizon, April 1942, quoted in Hammer (2005) p. 70. 5. Sutherland, ‘Thoughts on Painting’, The Listener, 6 September 1951, quoted in Hammer (2005) p. 145."
LI2202.1,"1. Vaughan (1966) p. 11.

2. Barber (1954) p. 79.

3. New York Times, 15 February 1948.",HD,106,Keith Vaughan 1912–1977,"Two Gardeners, 1946","Bodycolour and Indian ink on paper
26 x 35 cm
Signed and dated: Keith Vaughan 1946
Lent from a private collection
LI2202.1
© The Estate of Keith Vaughan. All rights
reserved, DACS 2015",,"Keith Vaughan had little in the way of formal artistic training, despite showing great promise in his school years. Instead of going to art school, he joined the Art Department of Lintas, the advertising section of Unilever, from which he resigned on the outbreak of war in 1939. He entered the war period in his twenty- seventh year, ‘alone, with no very great liking for life, without much ambition for the things most people pursue, but simply a dumb and mule-like persistence in continuing the struggle’.1

When his call-up papers arrived, Vaughan registered as a conscientious objector. After his tribunal he was assigned to the Pioneer Corps, initially doing heavy manual work in the countryside. From 1943 he helped to establish a prisoner of war camp for captured German soldiers, where he acted successively as a clerk and an interpreter. These years, among the happiest of his life, brought Vaughan into close contact with working men. As he was later to note, ‘I believe a painter has only one basic idea which probably lasts him a life time. Mine is the human figure’.2 Any landscape setting for the figures, as in Two Gardeners, was used as a vehicle for mood and atmosphere. In this he owed much to Graham Sutherland, whom he met during the war and who, apart from Palmer, Blake, and Cézanne, was perhaps the greatest influence on his artistic development until he reached his maturity.

Between 1941 and 1946 Vaughan produced well over 400 works in bodycolour. These were all small, intensely worked pieces which relied for their effects on the quick-drying properties of the medium, and the manner in which it can be washed over water-resistant crayon or drawn over in Indian ink when dry. In Two Gardeners we see two dimly-lit figures portrayed in an almost monotone colour range; they emerge from an even darker background in which there are hints of a building and a lifeless tree. As a critic of the New York Times wrote on reviewing an exhibition in 1948, ‘[Vaughan’s] chief discovery is a particular vision of the human form as a piece of landscape’.3 HD"
WA1998.56,"1. Quoted by Colin Harrison in Vaughan, Barker, Harrison (2005), p. 59.

2. Quoted in Martin, Butlin, Meyrick (2007), p. 95.

3. Repr. in Spalding (2005) p. 116.",CH,107,John Francis Minton 1917–1957,"Young Fellow Asleep in a Barn, 1946","Pen and ink and wash laid on card
25.1 x 35.6 cm
Signed and dated: John Minton 1946
Inscribed: To Malcolm for Christmas
Bequeathed by A. L. Rowse, 1998
WA1998.56
© Royal College of Art",,"While they were students at the St John’s Wood School of Art, John Minton and Michael Ayrton (1921–1975) read James Thrall Soby’s influential book, After Picasso (1935), which showed a route back to progressive figurative painting. They studied and imitated the work of the Paris-based Neo-Romantics, notably Pavel Tchelitchew, and the Surrealists such as Giorgio de Chirico.

With the beginning of the Second World War, Minton declared himself a conscientious objector, but in December 1941, he relented and joined the Pioneer Corps. In early 1943, while he was stationed in North Wales, a friend sent him a copy of Horizon magazine with an article by Graham Sutherland on his ‘Welsh Sketch Book’, which led Minton towards a more recognisably English tradition. Sutherland himself was deeply indebted to Samuel Palmer’s works of the Shoreham period, intensely poetic visions of the English countryside executed in a dazzlingly unorthodox technique. On his discharge from the army in June 1943, Minton would no doubt have seen reproductions in an earlier issue of Horizon of two of Palmer’s sepia drawings of 1825, then newly acquired by the Ashmolean Museum. One of them, The Valley Thick with Corn, showing a poet in a landscape, inspired numerous tributes from younger artists. For a brief period, from 1943 to 1946, Minton’s work reflected his love of the English countryside and of Palmer’s depictions of it. As Ayrton wrote in his seminal account of British Drawings (1946), ‘Minton is English and Palmer shines through him, but his work is personal none the less’.1

While living in London with two fellow artists, Robert Colquhoun and Robert MacBryde, Minton made expeditions to Kent and Cornwall. He produced a series of landscapes inspired by Palmer, highly wrought, idealised, with compressed perspective, and usually incorporating a single male figure. The scenes were often illuminated by moonlight, for, as he joked, ‘moons are in! Half-moons are really selling this year!’2 Young Fellow Asleep in a Barn is one of the last of these pastoral idylls, a timeless evocation of rest after labour. Minton adapted the composition of the great barn with double doors beside a twisting road for an illustration to Alain Fournier’s Le Grand Meaulnes, translated as The Wanderer and published by Paul Elek in 1947.3 CH"
[],,,108,Bryan Wynter 1915–1975,"Tin Mines, 1947","Monotype ground with added bodycolour,
stencil and woodcut on paper
22.3 x 28.5 cm
Signed and dated: Wynter 47
Lent from a private collection
LI2202.3
© Estate of Bryan Wynter. All rights
reserved, DACS 2015",,"Having spent five years struggling to conform to his father’s wish that he succeed him in the family business, Bryan Wynter was already 23 when he began his studies at the Slade School in 1938. He was still studying there when the School was evacuated to Oxford in 1940. When his call-up papers arrived, he registered as a conscientious objector. Wynter spent a dispiriting war, first engaged in land work and later looking after laboratory animals (especially Rhesus monkeys) housed for vivisection in the Department of Anatomy, Oxford, under Solly (later Lord) Zuckerman. At night he was regularly posted on fire-watching duty in the Ashmolean Museum.

After the end of the war in 1945 Wynter left for St Ives, a place he had known for some years. He quickly found ‘The Carn’, an isolated granite cottage with no running water or electricity, on the windswept moors above Zennor. It was to be his home until 1960. He became absorbed into the artistic community in St Ives, and was closely associated with artists such as Peter Lanyon, Patrick Heron, Adrian Ryan, and John Wells. He was a founder member of the Crypt Group (1946) and the Penwith Society of Artists (1949).

Wynter was continually making things, and his work displays great evidence of having been crafted and improvised. Indeed, Tin Mines raises fundamental questions about the definition of a drawing, so varied are the techniques he used in its creation. From 1946 to 1952 his work was mainly small in scale and mixed in media, often incorporating a monotype as a ground, and frequently using transfer drawing, so that the basic elements of a work could be resolved before printing. Here, Wynter has used a variety of techniques to build up the image. The sea, for example, is monoprinted using a piece of wood with a light wash, so that the grain of the wood shows up as the waves in the harbour. He has also used stencils, most notably to produce the foliage effect at the lower right. This image is an evocation rather than a naturalistic representation, the most striking elements being the chimneys of the tin mines, an immediately recognisable element of the Cornish landscape. Every building is in a state of dereliction, a melancholy addition to the images of ruin that proliferated during and after the Second World War. HD"
LI2202.4,"1. Tessa Sidey, National Sound Archive, 1995, quoted in McEwen (2003) p. 7.",HD,109,William Gear 1915–1997,"Paysage, 1947","Mixed media on monotype ground
30 x 49 cm
Signed and dated: Gear / 47
Lent from a private collection
LI2202.4
© The William Gear Estate",,"Paysage is a transitional drawing. Made in Germany in early 1947, it reveals a dramatic change from the naturalistic style evident in Palestine Scrapbook, July 1943 (cat. 103). Within another year Gear’s work was to become completely abstract, and would remain so for the rest of his life.

Following VE Day on 8 May 1945, Gear was posted at his own request to Germany. He was quickly seconded to the Monuments, Fine Arts and Archives department of Control Commission, with responsibility for safeguarding Germany’s cultural heritage. There he was exposed to German Expressionist art and established close links with Karl Otto Götz, a German artist who worked in an Expressionist, Surrealist style. Gear soon began utilising black armatures as a framework, as in Paysage. The sources of the armatures was likely to have been ‘subconscious memories of the pit-head winding gear; the engineering marvel of the Forth Bridge … and silhouetted trees on that stormy coast [of Fife]’.1

It was in 1945, while on leave in London, that he was reintroduced to monotype by Jankel Adler (1895–1949). Adler was a Polish wartime refugee who had himself learned the technique from Paul Klee when the two had adjacent studios in Düsseldorf in the early 1930s. For a time in the late 1940s, Gear used monotype as a ground in mixed media works, often in combination with oil transfer drawing, bodycolour, and pen and ink. He would establish the ‘drawing’ in monochrome and then rework the image, building up the textures of the monotype with bodycolour. In Paysage, the monotype and transfer drawing are clearly visible, providing depth, texture and structure, on to which pen and ink have been added in sweeps of black. Bodycolour has also been applied, in strong, clashing colours. Gear’s purpose was to convey mood as well as destruction in this fractured landscape.

Demobbed in 1947, Gear went straight to Paris, becoming one of only two British artists to exhibit with CoBrA between 1947 and 1950. After returning to Britain, he went on to have a distinguished career, both as Curator of the Towner Art Gallery, Eastbourne (1958–64), and Head of the Faculty of Fine Art, Birmingham College of Art (1964–75). HD"
WA2006.21,"1. The Sunday Times, quoted in Ingrams and Piper (1983) p. 9.

2. Quoted in Jenkins and Spalding (2003) p. 48.

3. Watercolour, Ruined Church, Arbroath (c. 1982), Christie’s 17 November 2006, sale 7277, lot 70; screenprint, Arbroath Abbey, Levinson (1996) no. 407.",KW,110,John Piper 1903–1992,"The Abbey from the Churchyard, Arbroath, 1982","Brush in Indian ink with watercolour,
bodycolour and coloured chalks on paper
57.7 x 67.5 cm
Signed: John Piper
Bequeathed by Robert and Rena Lewin,
2004
WA2006.21
© The Piper Estate / DACS 2015",Literature: Jenkins (1992) no. 39,"Piper’s distinguished career ranged over six decades and proved prodigiously diverse. As an artist he produced paintings, graphic work and collages, as well as designs for the theatre, stained glass, ceramics, and textiles. He was also a writer and editor, and with John Betjeman had a long-standing involvement in the Shell Guides. Although Piper embraced a variety of subjects, he was primarily an artist of the genius loci and particularly responsive to architecture, claiming in 1962 that his work was based upon ‘a feeling for places … just going somewhere, anywhere really, – and trying to see what hasn’t been seen before’.1

In 1934 Piper was elected to the 7 & 5 Society and at the forefront of the British avant-garde. Four years later, however, he pronounced abstraction a ‘ luxury’ that could be ill-afforded in the hostile world of contemporary European politics.2 His abandonment of pure abstraction was cemented by his appointment as an official war artist; he was assigned to make images of bomb sites, including the shattered remains of Coventry Cathedral in November 1940. Inspired by J. M. W. Turner and John Sell Cotman, Piper attempted in his own idiom what Paul Nash and Eric Ravilious pursued in theirs: the union of British Romanticism with European Modernism.

Scotland was a country little explored by Piper, but during the last decade of his life he created a series of images of Arbroath Abbey, near Dundee, a significant site for Scottish history owing to the Declaration of Arbroath in 1320. This large watercolour served as a study for one of two monumental oil paintings, while a monochrome watercolour of the same view was issued as a screenprint in 1988.3 The looming ruins of the late-twelfth to early-thirteenth- century abbey appear theatrically lit against a thunderous sky. The attenuated fragments are crowded by obelisks and grave monuments, one of which has been elongated to pierce the iconic round window of the south transept. Truncating the nave and rotating the east end through 90 degrees enabled Piper to include all the abbey church’s most distinctive elements; these are concentrated together while the swift brushwork suggests a perilous dissolution of architectural forms. The oil painting retains a striking sense of drama, but softens the urgent anguish of the watercolour with greater topographical clarity in the transept arcading and more solidly rooted structures. The present drawing, a troubled meditation on impending mortality is nonetheless a bravura performance full of the calligraphic verve and the revelling in weathered surfaces that characterises Piper’s finest work. KW"
LI2202.5,"1. Letter from Colin Self to Marco Livingstone, 1 December 1987, quoted in Livingstone (1990) p. 162.

2. Letter from Colin Self to Marco Livingstone, 23 September 1987; Livingstone (1990) p. 257.",HD,111,Colin Self b. 1941,"Four Studies for ‘Victims of Hiroshima’, 1966","Pen and ink, wash and charcoal on letter
paper with bodycolour and oil paint
on paper
29.5 x 25.5 x 3.7 cm and 29.5 x 17 x 3.7 cm
Signed and dated: Colin Self / 3-4-66 / 16-3-66
/ 30-6-66 / 3-6-66
Lent from a private collection
LI2202.5
© Colin Self. All rights reserved, DACS 2015",,"The art of Colin Self has always been difficult to categorise. Early in his career, he was labelled as a Pop artist, but his path has been so quirky and idiosyncratic, and his work at times so preoccupied with political themes, that he has never properly fitted into Richard Hamilton’s famous summary of Pop Art as ‘Popular / Expendable / Low Cost / Mass Produced / Young / Witty / Sexy / Gimmicky / Glamorous / Big Business’.

Coming from a large working-class family in Norwich, Self studied at the Norwich School of Art and the Slade School (1961–3). Pop Art represented for him ‘both a specifically working-class rebellion against obscurantism’ and ‘the first movement for goodness knows how long, to accept and reflect the world in which it lives’.1

A long visit to the USA in 1965, in particular his reaction to New York, fostered a new nuclear theme in Self’s work, notably in his Fallout Shelter drawings. However, it was while he was in Santa Monica, California, together with David Hockney, Patrick Prockter, and Norman Stevens, that he conceived the idea of Beach Girl, a sculpture of a young woman as a charred corpse, dead on a beach as a result of a nuclear explosion. He worked on this theme in 1966 following his return to Britain, and the principal picture is now in the Imperial War Museum. Self’s preoccupation had its roots in his adolescence, as he later explained:

I spent my teenage years … having been psychologically devastated by the preachings of Bertrand Russell and thought Armageddon would have exploded its nuclear end when he predicted. By 1967 or 8. For seven years I worked towards that end, thinking the most civilised thing we could do (with what time was left) would be a ‘record’ of ‘how come’ the world ended? 2

The four studies for Victims of Hiroshima were executed at much the same time, and were based on photographs of casualties of the Hiroshima bombing in 1945. Instead of the glamorous female icons so familiar from glossy magazines and typical of Pop Art, Self presents us with images of appallingly mutilated women, the victims of nuclear warfare. HD"
WA1996.28,"1. Luckhardt and Melia (1995) nos. 87, 97; Livingstone and Heymer (2003) pp. 98–107.

2. Annely Juda (2014) preface.",CP,112,David Hockney b. 1937,"Henry writing, Lucca, 1973","Pen and black ink on white paper
43.1 x 35.4 cm
Signed: D.H. Inscribed and dated: Henry
writing / Lucca. Aug 73
Presented by the Friends of the Ashmolean,
to commemorate Lord Bullock’s
Chairmanship of the Friends, 1976–96,
1996
WA1996.28
© David Hockney",Literature: Brown (2013) no. 71,"Picasso’s death in April 1973 may have inspired Hockney to create this wonderfully fluid line drawing a few months later by way of homage, reigniting the admiration he had felt for Picasso’s work at the Tate Gallery retrospective exhibition of 1960. An etching of similar date, Artist and Model (1973–4), shows a naked Hockney sitting opposite the Spanish master across a table, using spare, clean lines akin to those employed in this portrait of Henry Geldzahler (1935–1994), art critic and curator at the Metropolitan Museum of Art, New York.

Andy Warhol first introduced the young Hockney to Geldzahler in 1963. They became close friends, staying together while on holiday in the summer of 1973 at a villa in Lucca. Hockney produced a number of drawings of Henry in the 1970s, many in pared-down style, showing him in relaxed poses – lounging with his leg over a tubular modern chair, sitting cross-legged on a sofa smoking a cigar, or buried deep in an armchair reading a book. He is most often shown with one leg crossed over the other, as here, in what must have been a characteristic posture.1

Flowing over the sheet with apparently effortless control, Hockney’s fine pen line is economical and elegant. Longer phrasing lines contrast with short, staccato strokes in the hair and beard, with repeated rhythmical striping in the T-shirt and chair seat. The barest indications suggest a spatial context – a diagonal bottom left and two vertical lines framing Henry’s profile – while the curlicue of Henry’s bottom lip is wittily repeated in his slightly bulging waistline, as well as in the typewriter and carving of the chair and table leg. Hands raised above the keyboard in a moment of thought or suspended animation, Henry is recorded in the process of creating Hockney on Hockney, first published in 1976. His body appears in repose while his mind is clearly in motion.

Although Hockney is famed for experimenting with bold colour, he has always practised draughtsmanship as a disciplined exercise in observing and recording. This may reflect his early training at the Royal College of Art (1959–62). Following a minor stroke, Hockney has recently returned once again to drawing, using charcoal rather than pen and ink as a medium. In an exhibition catalogue of 2014 he emphasises his continuing loyalty to the use of black and white on paper: ‘The Chinese say black and white contains colour, and so it can.’ Declaring that his stroke has not affected his ability to draw, but has made him concentrate all the more, he writes, ‘I’m OK so long as I can draw’.2 CP"
[],1. Hughes (1990) p. 15.,,113,Frank Auerbach b. 1931,"Head of Julia, 1985–6","Charcoal and chalk on paper
92.7 x 76.2 cm
Signed and dated: Auerbach / 85 – 86
Accepted by HM Government in lieu of
Inheritance Tax on the estate of Lucian
Freud and allocated to the Ashmolean
Museum, 2015
wa2015.6","Literature: Lampert, Rosenthal,
Carlisle (2001) no. 108","Although he studied at St Martin’s School of Art (1948–52) and then at the Royal College of Art (1952–5), Auerbach learnt most from the weekly life classes held by David Bomberg at the Borough Polytechnic. Like Bomberg himself, Auerbach began to draw in charcoal on large sheets of paper, working quickly because the models did not hold their poses for long periods. Since then, he has worked obsessively, for ten hours a day, every day of the week, his only interruptions being a weekly visit to the National Gallery. His range of subjects is deliberately limited, the majority being portraits of sitters familiar to him, and landscapes near his studio in Camden Town. Auerbach has intently studied a succession of models, the principal being Estella Olive West (EOW) from 1948 to 1973, his cousin, Gerda Boehm, and Julia Yardley Mills. In the late 1970s, he began to use other models, sometimes for only one or two works, often for a long series. One constant presence has been that of Julia Wolstenholme, whom he met when they were studying at the Royal College of Art; they were married in 1958.

Robert Hughes has vividly described Auerbach’s working method when drawing a portrait. He habitually uses two sheets of stout paper glued together, pinned to an easel.

As he scribbles and saws at the paper, the sticks of willow charcoal snap; they make cracking sounds like a tooth breaking on a bone. When he scrubs the paper with a rag clouds of black dust fly … The studio is like a colliery; the drawing easel is black and exquisitely glossy from years of carbon dust mixed with hand-grease.

As the portrait develops, sometimes over a period of weeks, ‘the creature will mutate, becoming dense and troll-like one day and dissolving in furioso passages of hatching the next’ but ‘in the end, the likeness is retrieved, but as a ghost, the colour of very tarnished silver’.1

Auerbach worked on this portrait of Julia over many sittings, adding and subtracting lines in charcoal and chalk not simply to create a likeness of his wife, but to capture her character, and only with the final thick strokes emphatically defining her hair, face, and neck. It was one of the representative collection of 40 works by the artist owned by his friend, the painter Lucian Freud (1922–2011), which has recently been distributed to museums and galleries throughout the United Kingdom."
WA2009.81,"1. Paschal (1992) pp. 176–7.

2. Ashmolean Museum, WA1993.468.

3. http://www.tomphillips.co.uk/works/ portraits/item/5453-salman-rushdie, accessed 9 January 2015; Hurrell (1997) p. 20.",CP,114,Tom Phillips b. 1937,"Salman Rushdie, 1993","Charcoal, pastel, black and red bodycolour,
brown mud bound in Liquitex Matte
medium on white paper
70 x 55.8 cm
Inscribed: NOT TO SHUT UP / TO SING ON
Purchased (Vaughan and Blakiston Funds)
with the assistance of The Art Fund and the
MLA/V&A Purchase Grant Fund, 2009
WA2009.81
© Tom Phillips. All rights reserved,
DACS 2015",,"Tom Phillips first turned to portrait painting in the 1980s, and in 1992–3 created several portraits of the author Sir Salman Rushdie (b. 1947), partly in response to the fatwa issued by the Ayatollah Khomeini following publication of his controversial novel, The Satanic Verses (1988).1 A large head-and-shoulders lithograph of Rushdie bears an ancient cuneiform inscription which translates as ‘How can we say what blasphemy is; we do not know the thoughts of the Gods’.2 A further lithograph (fig. 65) shows Rushdie wearing a T-shirt emblazoned ‘JACK HUGHES’, standing before a portrait of Captain Dreyfus, the falsely imprisoned Jewish army officer famously defended in Emile Zola’s letter ‘J’accuse’ (1898).

In this, the most powerful of the portraits, Rushdie’s image is almost obliterated by the scratched lines and savagely overlaid marks of charcoal, pastel and thick black paint. Over the surface is spattered red-brick mud – a novel drawing medium. It is dripped in trails and smeared across the paper in a manner reminiscent of Jackson Pollock. The inscription on the portrait is taken from Rushdie’s poem entitled ‘6 March 1989’, the date of the fatwa, first published in Granta (autumn 1989): ‘Still, nameless-and-faceless or not, here’s my choice: / not to shut up. To sing on’.

The second verse of the poem describes the imagined violence done to Rushdie’s face by his attackers, who have poked out his eyes and knocked out his teeth so he can barely recall how his face used to look. Phillips’s drawing expresses the anger of this poem, conveying the damage done to Rushdie’s image by his detractors while endorsing his right to speak out against the ‘mud-slinging’. Despite the artist’s ‘attack’ on his subject, employing all the media he can throw at him, the face remains recognisably that of Rushdie, stoically enduring the onslaught.

In his description of the sittings for these portraits, however, Phillips appears far from angry. He remembers Rushdie as ‘a fearsome table-tennis opponent’ rather than as a tortured man of letters, despite his virtual house arrest while confined under police protection.3 Rushdie and Phillips collaborated on a limited edition artist’s book entitled Merely Connect (1993), which incorporated some of these wittily defiant political portraits. CP"
[],,,Caricature,A British Sense,"Detail from Edward Ardizzone,",,,
WA1863.997,"1. Quoted in Hodnett (1978) p. 13.

2. Quoted in Hodnett (1978) p. 12.",CH,115,Francis Barlow ?1626–1704,"The Fox and the Eagle, 1667–8","Pen and black ink with grey wash on paper,
many of the outlines incised for transfer
25.4 x 18.4 cm
Bequeathed by Francis Douce, 1834
WA1863.997","Literature: Hodnett (1978) pp. 197, 202;
Brown (1982) no. 59","According to George Vertue, Barlow had originally intended to become a portrait painter, but quickly realised that ‘his fancy did not lye that way, his Genious leading him wholly to drawing Fowl, Fish, and Beasts’.1 By 1656 he was described by the diarist John Evelyn as ‘the famous Paynter of fowle, Beastes and Birds’.2 Barlow was the first British-born specialist in this genre, though better known for drawings and prints than for oil paintings. His work was based on a long and scientific study of his animal subjects, and an exceptional familiarity with their behaviour and environment. He was nevertheless aware of his predecessors, and used their prints for more exotic animals, specimens of which were not available in London. Among his series of prints of birds, only one seems to have been engraved by Barlow’s own hand, the grandiosely entitled Multae et diversae avium species multifarijs formis et pernaturalebus figures (reprinted in 1671). Similar collections of his drawings engraved by other artists circulated widely.

Barlow’s most celebrated plates are the illustrations to the perennially popular Aesop’s Fables, which he published in his own edition of 1666. In contrast to earlier artists such as Francis Cleyn (c. 1582–1658), Barlow shows an extraordinary naturalism in his approach; his animals dominate the composition rather than being incidental, while the backgrounds are integral and convincing. The plates were so successful that when he came to publish a third, expanded edition of his Aesop Paraphras’d (1651, 1665), John Ogilby enlisted Barlow’s help.

This drawing of The Fox and the Eagle was one of several that Barlow provided for the Aesopics of 1668. It takes up his composition from the edition of 1666, but in an upright rather than a horizontal format. An eagle has carried off a fox cub to feed to her chicks, while the vixen, carrying a lighted brand, stands on a high branch of a tree, preparing to set fire to the nest. In the background, the episode is echoed several times with variations: another eagle attacks a fox’s lair, a second fox carries an eagle in its teeth, and a third howls at an eagle perched out of reach. Like most of Barlow’s drawings for illustrations, it is drawn with a quill pen in brown ink over graphite underdrawing, with diluted grey ink added to convey light and shade. The heavy and rather hard outlines were intended to facilitate the task of the engraver, in this case Richard Gaywood. CH"
